// alignID alignOntime alignSitch alignPitch alignOnvel refID refOntime refSitch refPitch refOnvel
37	15.484	F3	53	37	36	10.4762	F3	53	64	
38	15.4925	D4	62	41	37	10.4762	D4	62	64	
39	16.0342	G#3	56	31	39	10.9524	G#3	56	64	
40	16.625	Eb4	63	56	42	11.4285	Eb4	63	64	
41	16.6603	G3	55	38	41	11.4285	G3	55	64	
42	16.687	Eb3	51	35	40	11.4285	Eb3	51	64	
43	17.2126	Bb3	58	35	43	11.9047	Bb3	58	64	
44	17.6913	G3	55	38	44	12.381	G3	55	64	
45	18.1474	Bb3	58	31	45	12.8572	Bb3	58	64	
46	18.6335	G3	55	37	47	13.3333	G3	55	64	
47	18.6357	Eb2	39	43	46	13.3333	Eb2	39	64	
48	19.0962	Bb3	58	37	48	13.8095	Bb3	58	64	
49	19.5706	E4	64	62	50	14.2857	E4	64	64	
50	19.6347	G3	55	36	49	14.2857	G3	55	64	
51	20.0801	Bb3	58	35	51	14.7619	Bb3	58	64	
52	20.5535	F4	65	67	54	15.2381	F4	65	64	
53	20.5812	C#2	37	43	52	15.2381	C#2	37	64	
54	20.6133	G3	55	38	53	15.2381	G3	55	64	
55	21.077	Bb3	58	35	55	15.7143	Bb3	58	64	
56	21.5481	G3	55	36	56	16.1905	G3	55	64	
57	22.0182	Bb3	58	37	57	16.6667	Bb3	58	64	
58	22.5117	Bb3	58	56	60	17.1428	Bb3	58	64	
59	22.5535	G3	55	37	59	17.1428	G3	55	64	
60	22.5706	C#3	49	32	58	17.1428	C#3	49	64	
61	23.0171	Eb3	51	37	61	17.6191	Eb3	51	64	
62	23.547	G3	55	36	62	18.0953	G3	55	64	
63	24.0288	C4	60	53	64	18.5714	C4	60	64	
64	24.0823	Eb3	51	40	63	18.5714	Eb3	51	64	
65	24.2885	C#4	61	61	65	18.8095	C#4	61	64	
66	24.5706	Eb4	63	66	68	19.0476	Eb4	63	64	
67	24.6079	C3	48	42	66	19.0476	C3	48	64	
68	24.6379	G#3	56	33	67	19.0476	G#3	56	64	
69	25.1058	Eb3	51	35	69	19.5238	Eb3	51	64	
70	25.5609	G#3	56	41	70	20	G#3	56	64	
71	26.0748	Eb3	51	37	71	20.4762	Eb3	51	64	
72	26.5962	A3	57	52	74	20.9524	A3	57	64	
73	26.64	Eb3	51	32	73	20.9524	Eb3	51	64	
74	26.6432	F2	41	39	72	20.9524	F2	41	64	
75	27.1047	C3	48	38	75	21.4286	C3	48	64	
76	27.5791	Eb3	51	36	76	21.9047	Eb3	51	64	
77	28.0812	C3	48	37	77	22.3809	C3	48	64	
78	28.6144	C#4	61	59	80	22.8572	C#4	61	64	
79	28.6517	Bb1	34	37	78	22.8572	Bb1	34	64	
80	28.6624	F3	53	38	79	22.8572	F3	53	64	
81	29.1656	C#3	49	29	81	23.3333	C#3	49	64	
82	29.6517	F3	53	39	82	23.8095	F3	53	64	
83	30.1539	C#3	49	40	83	24.2857	C#3	49	64	
84	30.7319	C4	60	53	86	24.7619	C4	60	64	
85	30.7692	Eb2	39	31	84	24.7619	Eb2	39	64	
86	30.7756	C#3	49	32	85	24.7619	C#3	49	64	
87	31.3365	Bb3	58	59	88	25.2381	Bb3	58	64	
88	31.3558	C#3	49	37	87	25.2381	C#3	49	64	
89	31.8323	G#3	56	62	90	25.7143	G#3	56	64	
90	31.8515	C#3	49	34	89	25.7143	C#3	49	64	
91	32.3088	G3	55	62	92	26.1905	G3	55	64	
92	32.3291	C#3	49	41	91	26.1905	C#3	49	64	
93	32.8034	G#1	32	33	93	26.6667	G#1	32	64	
94	32.8622	Bb3	58	63	96	26.6667	Bb3	58	64	
95	32.9017	G3	55	37	95	26.6667	G3	55	64	
96	32.9316	C#3	49	38	94	26.6667	C#3	49	64	
97	33.3751	Eb3	51	35	97	27.1428	Eb3	51	64	
98	33.8815	G#2	44	34	98	27.6191	G#2	44	64	
99	33.8996	C#3	49	35	99	27.6191	C#3	49	64	
100	34.3922	Eb3	51	34	100	28.0953	Eb3	51	64	
101	34.9819	G#3	56	42	103	28.5714	G#3	56	64	
102	35.0054	G#1	32	39	101	28.5714	G#1	32	64	
103	35.016	C3	48	38	102	28.5714	C3	48	64	
104	35.358	Eb3	51	40	104	28.8889	Eb3	51	64	
105	35.7052	G#3	56	55	105	29.2064	G#3	56	64	
106	36.0417	C4	60	48	106	29.5238	C4	60	64	
107	36.3772	Eb4	63	50	107	29.8412	Eb4	63	64	
108	36.7565	G#4	68	55	108	30.1588	G#4	68	64	
109	37.2169	C5	72	66	112	30.4762	C5	72	64	
110	37.2533	G#2	44	35	109	30.4762	G#2	44	64	
111	37.2533	G#3	56	36	110	30.4762	G#3	56	64	
112	37.2554	C4	60	47	111	30.4762	C4	60	64	
113	37.8237	Eb4	63	35	114	30.9524	Eb4	63	64	
114	37.8344	Eb3	51	35	113	30.9524	Eb3	51	64	
115	37.9103	Eb4	63	3	*	-1	*	-1	-1	
116	38.2682	G#3	56	37	115	31.4286	G#3	56	64	
117	38.2906	C4	60	37	116	31.4286	C4	60	64	
118	38.766	Eb4	63	44	118	31.9047	Eb4	63	64	
119	38.7906	Eb3	51	34	117	31.9047	Eb3	51	64	
120	39.2458	Bb4	70	64	122	32.3809	Bb4	70	64	
121	39.2522	C#3	49	49	119	32.3809	C#3	49	64	
122	39.2767	Bb3	58	43	121	32.3809	Bb3	58	64	
123	39.2853	G3	55	36	120	32.3809	G3	55	64	
124	39.7522	Eb4	63	44	124	32.8571	Eb4	63	64	
125	39.7607	Eb3	51	38	123	32.8571	Eb3	51	64	
126	40.2191	Bb3	58	39	126	33.3334	Bb3	58	64	
127	40.2469	G3	55	39	125	33.3334	G3	55	64	
128	40.7404	Eb4	63	33	128	33.8096	Eb4	63	64	
129	40.7458	Eb3	51	35	127	33.8096	Eb3	51	64	
130	41.2404	Eb5	75	72	132	34.2857	Eb5	75	64	
131	41.266	Eb4	63	46	131	34.2857	Eb4	63	64	
132	41.2692	G#3	56	38	130	34.2857	G#3	56	64	
133	41.2746	C3	48	48	129	34.2857	C3	48	64	
134	41.7789	G#4	68	37	134	34.7619	G#4	68	64	
135	41.8088	Eb3	51	30	133	34.7619	Eb3	51	64	
136	42.2447	Eb4	63	43	136	35.2381	Eb4	63	64	
137	42.264	G#3	56	38	135	35.2381	G#3	56	64	
138	42.7511	Eb3	51	38	137	35.7143	Eb3	51	64	
139	42.7554	G#4	68	42	138	35.7143	G#4	68	64	
140	43.2405	Eb4	63	45	141	36.1905	Eb4	63	64	
141	43.2479	G3	55	53	140	36.1905	G3	55	64	
142	43.2522	G2	43	53	139	36.1905	G2	43	64	
143	43.749	Bb4	70	49	143	36.6666	Bb4	70	64	
144	43.7607	Eb3	51	32	142	36.6666	Eb3	51	64	
145	44.2458	C#5	73	67	146	37.1429	C#5	73	64	
146	44.2746	G3	55	45	144	37.1429	G3	55	64	
147	44.2746	Eb4	63	45	145	37.1429	Eb4	63	64	
148	44.7447	Bb4	70	43	148	37.6191	Bb4	70	64	
149	44.812	Eb3	51	27	147	37.6191	Eb3	51	64	
150	45.233	C5	72	62	152	38.0953	C5	72	64	
151	45.2597	G#2	44	43	149	38.0953	G#2	44	64	
152	45.2672	G#3	56	51	150	38.0953	G#3	56	64	
153	45.2714	Eb4	63	44	151	38.0953	Eb4	63	64	
154	45.3451	Eb4	63	20	*	-1	*	-1	-1	
155	45.7437	G#4	68	48	154	38.5714	G#4	68	64	
156	45.7704	Eb3	51	36	153	38.5714	Eb3	51	64	
157	46.2159	Eb5	75	75	158	39.0476	Eb5	75	64	
158	46.2437	G2	43	56	155	39.0476	G2	43	64	
159	46.2437	G3	55	52	156	39.0476	G3	55	64	
160	46.2501	Eb4	63	48	157	39.0476	Eb4	63	64	
161	46.3024	Eb4	63	15	*	-1	*	-1	-1	
162	46.7212	Bb4	70	51	160	39.5238	Bb4	70	64	
163	46.7575	Eb3	51	37	159	39.5238	Eb3	51	64	
164	47.2009	G#5	80	77	164	40	G#5	80	64	
165	47.218	F2	41	52	161	40	F2	41	64	
166	47.2212	F3	53	49	162	40	F3	53	64	
167	47.2319	G#4	68	53	163	40	G#4	68	64	
168	47.6934	G#2	44	34	165	40.4762	G#2	44	64	
169	47.7019	C5	72	44	166	40.4762	C5	72	64	
170	48.2169	Bb5	82	72	170	40.9524	Bb5	82	64	
171	48.2383	G#4	68	51	169	40.9524	G#4	68	64	
172	48.2437	F2	41	41	167	40.9524	F2	41	64	
173	48.2533	F3	53	42	168	40.9524	F3	53	64	
174	48.7874	G#2	44	38	171	41.4286	G#2	44	64	
175	48.8088	D5	74	37	172	41.4286	D5	74	64	
176	49.3954	Eb5	75	61	175	41.9047	Eb5	75	64	
177	49.4028	Eb2	39	37	173	41.9047	Eb2	39	64	
178	49.4316	G4	67	35	174	41.9047	G4	67	64	
179	49.5086	G4	67	3	*	-1	*	-1	-1	
180	49.9744	G2	43	27	176	42.3809	G2	43	64	
181	49.9958	Bb4	70	47	177	42.3809	Bb4	70	64	
182	50.4391	Bb2	46	45	178	42.8571	Bb2	46	64	
183	50.4413	G4	67	47	179	42.8571	G4	67	64	
184	50.9274	Eb3	51	47	180	43.3334	Eb3	51	64	
185	50.9349	Bb4	70	40	181	43.3334	Bb4	70	64	
186	51.4093	G4	67	46	183	43.8096	G4	67	64	
187	51.4103	G3	55	48	182	43.8096	G3	55	64	
188	51.8911	Bb3	58	45	184	44.2857	Bb3	58	64	
189	51.9029	Bb4	70	44	185	44.2857	Bb4	70	64	
190	52.3772	E5	76	73	188	44.7619	E5	76	64	
191	52.4188	G4	67	38	187	44.7619	G4	67	64	
192	52.4231	G3	55	40	186	44.7619	G3	55	64	
193	52.8633	Bb4	70	41	190	45.2381	Bb4	70	64	
194	52.9017	Bb3	58	37	189	45.2381	Bb3	58	64	
195	53.4231	F5	77	72	193	45.7143	F5	77	64	
196	53.4445	C#2	37	40	191	45.7143	C#2	37	64	
197	53.4648	G4	67	37	192	45.7143	G4	67	64	
198	54.0043	Bb4	70	40	195	46.1905	Bb4	70	64	
199	54.0076	G2	43	34	194	46.1905	G2	43	64	
200	54.4744	Bb2	46	43	196	46.6666	Bb2	46	64	
201	54.4744	G4	67	40	197	46.6666	G4	67	64	
202	54.9605	C#3	49	40	198	47.1429	C#3	49	64	
203	54.9744	Bb4	70	44	199	47.1429	Bb4	70	64	
204	55.4659	G3	55	36	200	47.6191	G3	55	64	
205	55.4744	Bb4	70	64	202	47.6191	Bb4	70	64	
206	55.5108	G4	67	48	201	47.6191	G4	67	64	
207	55.9841	Bb3	58	35	203	48.0953	Bb3	58	64	
208	56.0161	Eb4	63	40	204	48.0953	Eb4	63	64	
209	56.4883	G4	67	42	206	48.5714	G4	67	64	
210	56.5054	G3	55	40	205	48.5714	G3	55	64	
211	56.9958	C5	72	64	209	49.0476	C5	72	64	
212	57.0343	C#3	49	35	207	49.0476	C#3	49	64	
213	57.0545	Eb4	63	42	208	49.0476	Eb4	63	64	
214	57.2747	C#5	73	64	210	49.2857	C#5	73	64	
215	57.5567	Eb5	75	72	213	49.5238	Eb5	75	64	
216	57.5759	C3	48	43	211	49.5238	C3	48	64	
217	57.624	G#4	68	35	212	49.5238	G#4	68	64	
218	58.1443	Eb4	63	37	215	50	Eb4	63	64	
219	58.1529	Eb3	51	27	214	50	Eb3	51	64	
220	58.2319	Eb4	63	3	*	-1	*	-1	-1	
221	58.6155	G#4	68	44	217	50.4762	G#4	68	64	
222	58.6208	C3	48	36	216	50.4762	C3	48	64	
223	59.1165	Eb4	63	40	219	50.9524	Eb4	63	64	
224	59.1197	Eb3	51	35	218	50.9524	Eb3	51	64	
225	59.6261	A4	69	57	223	51.4286	A4	69	64	
226	59.6454	F2	41	28	220	51.4286	F2	41	64	
227	59.6475	Eb4	63	38	222	51.4286	Eb4	63	64	
228	59.67	C3	48	36	221	51.4286	C3	48	64	
229	60.1486	C4	60	37	225	51.9047	C4	60	64	
230	60.1529	F3	53	31	224	51.9047	F3	53	64	
231	60.6571	C3	48	39	226	52.3809	C3	48	64	
232	60.6624	Eb4	63	33	227	52.3809	Eb4	63	64	
233	61.1529	C4	60	32	229	52.8571	C4	60	64	
234	61.1571	F3	53	35	228	52.8571	F3	53	64	
235	61.6731	C#5	73	61	233	53.3334	C#5	73	64	
236	61.703	Bb2	46	35	230	53.3334	Bb2	46	64	
237	61.7084	F4	65	37	232	53.3334	F4	65	64	
238	61.7159	C#3	49	33	231	53.3334	C#3	49	64	
239	62.1966	C#4	61	44	235	53.8096	C#4	61	64	
240	62.2148	F3	53	31	234	53.8096	F3	53	64	
241	62.6988	F4	65	39	237	54.2857	F4	65	64	
242	62.7062	C#3	49	31	236	54.2857	C#3	49	64	
243	63.1934	C#4	61	38	239	54.7619	C#4	61	64	
244	63.2137	F3	53	32	238	54.7619	F3	53	64	
245	63.7458	C5	72	61	243	55.2381	C5	72	64	
246	63.7672	Eb2	39	26	240	55.2381	Eb2	39	64	
247	63.78	C#4	61	38	242	55.2381	C#4	61	64	
248	63.7918	Bb2	46	31	241	55.2381	Bb2	46	64	
249	64.3547	Bb4	70	63	246	55.7143	Bb4	70	64	
250	64.3676	Eb3	51	26	244	55.7143	Eb3	51	64	
251	64.3953	C#4	61	34	245	55.7143	C#4	61	64	
252	64.4851	Eb3	51	3	*	-1	*	-1	-1	
253	64.8665	G#4	68	65	249	56.1905	G#4	68	64	
254	64.8858	C#4	61	39	248	56.1905	C#4	61	64	
255	64.8879	Bb2	46	35	247	56.1905	Bb2	46	64	
256	65.358	G4	67	63	252	56.6666	G4	67	64	
257	65.3879	Eb3	51	31	250	56.6666	Eb3	51	64	
258	65.3911	C#4	61	45	251	56.6666	C#4	61	64	
259	65.9146	G#2	44	14	253	57.1429	G#2	44	64	
260	65.9434	Bb4	70	69	255	57.1429	Bb4	70	64	
261	65.9733	C#4	61	39	254	57.1429	C#4	61	64	
262	65.9861	G4	67	37	*	-1	*	-1	-1	
263	66.4669	Eb4	63	34	257	57.6191	Eb4	63	64	
264	66.5172	Eb3	51	27	256	57.6191	Eb3	51	64	
265	67.0086	G3	55	35	258	58.0953	G3	55	64	
266	67.015	C#4	61	34	259	58.0953	C#4	61	64	
267	67.5439	Eb4	63	29	261	58.5714	Eb4	63	64	
268	67.5546	Eb3	51	26	260	58.5714	Eb3	51	64	
269	68.2041	G#4	68	44	264	59.0476	G#4	68	64	
270	68.2351	C4	60	32	263	59.0476	C4	60	64	
271	68.2415	G#3	56	23	262	59.0476	G#3	56	64	
272	70.2223	C4	60	42	265	60.4762	C4	60	64	
273	70.4862	C5	72	61	266	60.9524	C5	72	64	
274	70.9327	C4	60	30	267	61.4286	C4	60	64	
275	71.39	C4	60	38	268	61.9047	C4	60	64	
276	71.8377	C4	60	40	269	62.3809	C4	60	64	
277	72.295	C4	60	42	270	62.8571	C4	60	64	
278	72.7458	G#5	80	68	272	63.3334	G#5	80	64	
279	72.7725	C4	60	45	271	63.3334	C4	60	64	
280	73.1849	G5	79	72	274	63.8096	G5	79	64	
281	73.2095	C4	60	45	273	63.8096	C4	60	64	
282	73.6358	F5	77	72	276	64.2857	F5	77	64	
283	73.6593	C4	60	41	275	64.2857	C4	60	64	
284	74.1187	C6	84	74	280	64.7619	C6	84	64	
285	74.1197	C4	60	32	279	64.7619	C4	60	64	
286	74.1401	E3	52	42	277	64.7619	E3	52	64	
287	74.1593	G3	55	36	278	64.7619	G3	55	64	
288	74.5952	E3	52	31	281	65.2381	E3	52	64	
289	74.6005	G3	55	40	282	65.2381	G3	55	64	
290	74.6047	C4	60	48	283	65.2381	C4	60	64	
291	75.03	E3	52	52	284	65.7143	E3	52	64	
292	75.03	G3	55	41	285	65.7143	G3	55	64	
293	75.031	C4	60	49	286	65.7143	C4	60	64	
294	75.4627	C4	60	57	289	66.1905	C4	60	64	
295	75.4648	G3	55	41	288	66.1905	G3	55	64	
296	75.4733	E3	52	47	287	66.1905	E3	52	64	
297	75.9306	C4	60	55	292	66.6667	C4	60	64	
298	75.9349	F3	53	49	290	66.6667	F3	53	64	
299	75.9434	G#3	56	46	291	66.6667	G#3	56	64	
300	76.373	G#5	80	67	296	67.1428	G#5	80	64	
301	76.3783	C4	60	53	295	67.1428	C4	60	64	
302	76.3847	F3	53	51	293	67.1428	F3	53	64	
303	76.3847	G#3	56	43	294	67.1428	G#3	56	64	
304	76.8163	G5	79	78	300	67.6191	G5	79	64	
305	76.8227	G#3	56	40	298	67.6191	G#3	56	64	
306	76.8302	C4	60	48	299	67.6191	C4	60	64	
307	76.8409	F3	53	38	297	67.6191	F3	53	64	
308	77.2586	F5	77	81	304	68.0952	F5	77	64	
309	77.281	C4	60	53	303	68.0952	C4	60	64	
310	77.2853	F3	53	36	301	68.0952	F3	53	64	
311	77.2875	G#3	56	37	302	68.0952	G#3	56	64	
312	77.7383	E4	64	53	307	68.5714	E4	64	64	
313	77.7437	C5	72	73	308	68.5714	C5	72	64	
314	77.7757	Bb3	58	37	306	68.5714	Bb3	58	64	
315	77.7789	G3	55	31	305	68.5714	G3	55	64	
316	78.1892	E4	64	50	311	69.0476	E4	64	64	
317	78.2138	Bb3	58	44	310	69.0476	Bb3	58	64	
318	78.2255	G3	55	55	309	69.0476	G3	55	64	
319	78.6315	E4	64	61	314	69.5238	E4	64	64	
320	78.6646	G3	55	50	312	69.5238	G3	55	64	
321	78.6678	Bb3	58	41	313	69.5238	Bb3	58	64	
322	79.0663	E4	64	64	317	70	E4	64	64	
323	79.0802	Bb3	58	41	316	70	Bb3	58	64	
324	79.0855	G3	55	48	315	70	G3	55	64	
325	79.5065	F4	65	63	320	70.4762	F4	65	64	
326	79.5257	G#3	56	51	318	70.4762	G#3	56	64	
327	79.5417	C4	60	45	319	70.4762	C4	60	64	
328	79.9498	G#5	80	75	324	70.9524	G#5	80	64	
329	79.9574	F4	65	56	323	70.9524	F4	65	64	
330	79.9638	G#3	56	38	321	70.9524	G#3	56	64	
331	79.9745	C4	60	31	322	70.9524	C4	60	64	
332	80.3858	G5	79	77	328	71.4286	G5	79	64	
333	80.3943	F4	65	63	327	71.4286	F4	65	64	
334	80.421	G#3	56	48	325	71.4286	G#3	56	64	
335	80.4232	C4	60	41	326	71.4286	C4	60	64	
336	80.8291	F5	77	83	332	71.9048	F5	77	64	
337	80.8441	F4	65	51	331	71.9048	F4	65	64	
338	80.8495	C4	60	53	330	71.9048	C4	60	64	
339	80.8548	G#3	56	49	329	71.9048	G#3	56	64	
340	81.3013	G#4	68	55	335	72.3809	G#4	68	64	
341	81.3024	Eb5	75	75	336	72.3809	Eb5	75	64	
342	81.3227	Bb3	58	43	333	72.3809	Bb3	58	64	
343	81.3388	F4	65	42	334	72.3809	F4	65	64	
344	81.7501	G#4	68	54	339	72.8572	G#4	68	64	
345	81.7565	F4	65	28	338	72.8572	F4	65	64	
346	81.7832	Bb3	58	58	337	72.8572	Bb3	58	64	
347	82.2116	G#4	68	52	342	73.3333	G#4	68	64	
348	82.2233	D5	74	77	343	73.3333	D5	74	64	
349	82.2309	Bb3	58	37	340	73.3333	Bb3	58	64	
350	82.233	F4	65	42	341	73.3333	F4	65	64	
351	82.6667	F4	65	28	345	73.8096	F4	65	64	
352	82.6753	Bb3	58	43	344	73.8096	Bb3	58	64	
353	82.6806	G#4	68	52	346	73.8096	G#4	68	64	
354	83.1251	G#4	68	52	349	74.2857	G#4	68	64	
355	83.1283	B3	59	53	347	74.2857	B3	59	64	
356	83.1496	F4	65	56	348	74.2857	F4	65	64	
357	83.562	G#4	68	45	353	74.6428	D5	74	64	
358	83.5738	F4	65	27	355	74.7619	F4	65	64	
359	83.5909	B3	59	47	354	74.7619	B3	59	64	
360	83.6689	Eb5	75	62	357	74.7619	Eb5	75	64	
361	83.7661	D5	74	74	358	74.8809	D5	74	64	
362	83.8687	C5	72	73	359	75	C5	72	64	
363	83.9627	D5	74	72	360	75.1191	D5	74	64	
364	84.0556	B3	59	34	361	75.2381	B3	59	64	
365	84.0717	G#4	68	53	363	75.2381	G#4	68	64	
366	84.0845	D4	62	41	362	75.2381	D4	62	64	
367	84.1026	F5	77	80	364	75.2381	F5	77	64	
368	84.4595	G#4	68	34	367	75.7143	G#4	68	64	
369	84.4691	D4	62	30	366	75.7143	D4	62	64	
370	84.4755	B3	59	47	365	75.7143	B3	59	64	
371	84.7287	Eb5	75	69	368	75.9524	Eb5	75	64	
372	85.0087	G4	67	41	371	76.1905	G4	67	64	
373	85.0364	C4	60	30	369	76.1905	C4	60	64	
374	85.0471	Eb4	63	22	370	76.1905	Eb4	63	64	
375	85.0748	Eb5	75	67	372	76.1905	Eb5	75	64	
376	85.4947	Eb4	63	24	374	76.6667	Eb4	63	64	
377	85.4958	G4	67	35	375	76.6667	G4	67	64	
378	85.5001	C4	60	23	373	76.6667	C4	60	64	
379	85.936	Eb4	63	34	377	77.1428	Eb4	63	64	
380	85.936	G4	67	38	378	77.1428	G4	67	64	
381	85.9392	C4	60	40	376	77.1428	C4	60	64	
382	86.3932	G4	67	50	381	77.6191	G4	67	64	
383	86.3975	Eb4	63	34	380	77.6191	Eb4	63	64	
384	86.4007	C4	60	46	379	77.6191	C4	60	64	
385	86.8654	Eb4	63	26	383	78.0952	Eb4	63	64	
386	86.8847	F4	65	66	385	78.2103	F4	65	64	
387	86.9029	G#3	56	39	382	78.0952	G#3	56	64	
388	87.3196	Eb4	63	43	389	78.5714	Eb4	63	64	
389	87.3441	G#3	56	37	388	78.5714	G#3	56	64	
390	87.8003	Eb4	63	38	391	79.0476	Eb4	63	64	
391	87.8035	G#3	56	40	390	79.0476	G#3	56	64	
392	87.873	G4	67	46	393	79.127	G4	67	64	
393	87.9392	F4	65	61	394	79.2064	F4	65	64	
394	88.0556	E4	64	53	395	79.2857	E4	64	64	
395	88.123	F4	65	60	396	79.4048	F4	65	64	
396	88.2469	G#3	56	37	397	79.5238	G#3	56	64	
397	88.2629	Eb4	63	37	398	79.5238	Eb4	63	64	
398	88.2639	G#4	68	66	399	79.5238	G#4	68	64	
399	88.4916	C5	72	59	400	79.7619	C5	72	64	
400	88.6763	B4	71	62	401	80	B4	71	64	
401	88.7426	C5	72	61	402	80.0357	C5	72	64	
402	88.8238	D5	74	62	403	80.0754	D5	74	64	
403	88.9296	C5	72	76	404	80.1191	C5	72	64	
404	89.1892	Bb4	70	78	405	80.2381	Bb4	70	64	
405	89.4638	G4	67	36	408	80.4762	G4	67	64	
406	89.4723	G5	79	73	409	80.4762	G5	79	64	
407	89.4937	Bb3	58	26	406	80.4762	Bb3	58	64	
408	89.4937	Eb4	63	23	407	80.4762	Eb4	63	64	
409	89.921	G4	67	42	412	80.9524	G4	67	64	
410	89.9349	Bb3	58	43	410	80.9524	Bb3	58	64	
411	89.936	Eb4	63	37	411	80.9524	Eb4	63	64	
412	90.3986	F5	77	66	416	81.4286	F5	77	64	
413	90.4103	Bb3	58	30	413	81.4286	Bb3	58	64	
414	90.4306	Eb4	63	25	414	81.4286	Eb4	63	64	
415	90.4339	G4	67	38	415	81.4286	G4	67	64	
416	90.656	Eb5	75	71	417	81.6667	Eb5	75	64	
417	90.9082	D5	74	71	418	81.9048	D5	74	64	
418	91.1272	C5	72	72	419	82.1428	C5	72	64	
419	91.3633	Bb2	46	37	420	82.3809	Bb2	46	64	
420	91.3687	G#3	56	33	422	82.3809	G#3	56	64	
421	91.373	Bb4	70	67	423	82.3809	Bb4	70	64	
422	91.3901	D3	50	31	421	82.3809	D3	50	64	
423	91.6026	A4	69	65	424	82.6191	A4	69	64	
424	91.8623	C5	72	68	428	82.8572	C5	72	64	
425	91.8708	Bb2	46	38	425	82.8572	Bb2	46	64	
426	91.8708	G#3	56	23	427	82.8572	G#3	56	64	
427	91.8847	D3	50	19	426	82.8572	D3	50	64	
428	92.1112	Bb4	70	63	429	83.0952	Bb4	70	64	
429	92.3815	G#3	56	22	432	83.3333	G#3	56	64	
430	92.3879	G#4	68	52	433	83.3333	G#4	68	64	
431	92.3932	Bb2	46	23	430	83.3333	Bb2	46	64	
432	92.405	D3	50	15	431	83.3333	D3	50	64	
433	92.6828	F4	65	49	434	83.5714	F4	65	64	
434	93.0589	Eb4	63	37	437	83.8096	Eb4	63	64	
435	93.0653	G3	55	27	436	83.8096	G3	55	64	
436	93.0706	Eb3	51	27	435	83.8096	Eb3	51	64	
437	94.6956	Bb3	58	52	438	85.2381	Bb3	58	64	
438	95.311	G3	55	55	439	85.7143	G3	55	64	
439	95.7971	Bb3	58	57	440	86.1905	Bb3	58	64	
440	96.2501	G3	55	68	441	86.6667	G3	55	64	
441	96.7127	Eb3	51	71	442	87.1428	Eb3	51	64	
442	97.2095	G#3	56	60	446	87.6191	G#3	56	64	
443	97.2234	F3	53	48	445	87.6191	F3	53	64	
444	97.234	Eb3	51	50	444	87.6191	Eb3	51	64	
445	97.2501	Bb1	34	47	443	87.6191	Bb1	34	64	
446	97.8238	D3	50	51	447	88.0952	D3	50	64	
447	98.2352	G#3	56	61	450	88.5714	G#3	56	64	
448	98.248	F3	53	49	449	88.5714	F3	53	64	
449	98.2704	D3	50	57	448	88.5714	D3	50	64	
450	98.7276	C3	48	54	451	89.0476	C3	48	64	
451	99.1443	C3	48	61	452	89.5238	C3	48	64	
452	99.1518	G#3	56	58	454	89.5238	G#3	56	64	
453	99.1657	F3	53	57	453	89.5238	F3	53	64	
454	99.6401	B2	47	43	455	90	B2	47	64	
